178;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Chirurgie dentaire;Dents;;61
179;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Dentisterie;Dents;;61
180;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Odontologie;Dents;;61
181;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Stomatologie;Bouche, dents, machoire;;61
182;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Explorations fonctionnelles;Respiration;;62
183;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Hygiène hospitalière;0;;62
184;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Médecine légale;Décès;;62
185;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Réanimation médicale;0;;62
186;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Urgences;0;;62
187;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Anatomie et cytologie pathologiques;Laboratoire d'analyse, Analyse;;63
188;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Biochimie;Laboratoire d'analyse, Analyse;;63
189;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Biologie médicale et physiologie;Laboratoire d'analyse, Analyse;;63
190;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Génétique;Laboratoires;;63
191;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Généraliste;Médecin généraliste;;64
192;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Chirurgie ophtalmologique;Oeil;;65
193;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Ophtalmologie;Oeil;;65
194;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Chirurgie ORL cervico-faciale;Oreille, Nez, Gorge, Os;;66
195;8/4/2018 00:00:00;8/4/2018 00:00:00;;;ORL;Nez, gorge, oreille;;66
196;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Echographie;Radio;;67
197;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Médecine nucléaire;Radio;;67
198;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Radiodiagnostic et imagerie médicale;Radio;;67
199;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Radiothérapie;Radio;;67
200;8/4/2018 00:00:00;8/4/2018 00:00:00;;;Chirurgie gynécologie obstétrique;Gynéco;;68
201;8/4/2018 17:08:09;;1;1;test cat parent;;dummy;
